name,category,area,address,lat,lng,phone,kakao_place_url,source,mood,with_kids,for_work,price_level,tags,reservation_required
등나무집화로구이,restaurant,오산,경기도 오산시 외삼미로 162-28 1층,37.1717,127.076,0507-1381-9254,https://naver.me/F74k9h27,kakao+naver,"전통적인,편안한,가족식사",TRUE,FALSE,2,화로구이 숯불구이 돼지고기 소고기 가족외식 오산,FALSE
수청 직거래수산,restaurant,오산,경기도 오산시 청학로 264 107호,37.1472,127.0678,0507-1328-8736,https://naver.me/5T4ACfJU,kakao+naver,"서민적인,활기찬,편안한",TRUE,FALSE,2,횟집 수산물 직거래 해산물 포장 가족외식 오산,FALSE
세카이스시,restaurant,오산,경기도 오산시 운천로 59 2층 201호,37.1519,127.0708,0507-1418-0032,https://naver.me/xl0DmZgQ,kakao+naver,"깔끔한,차분한,캐주얼한",TRUE,FALSE,2,스시 초밥 일식 사시미 점심식사 저녁식사 오산,FALSE
샤브올데이 오산금암점,restaurant,오산,경기도 오산시 금암로11번길 7 1층,37.1701,127.0529,031-375-6420,https://naver.me/x1mdp69u,kakao+naver,"깔끔한,가족친화적,편안한",TRUE,FALSE,2,샤브샤브 무한리필 건강식 가족외식 단체모임 오산 금암,FALSE
돌고래마차,restaurant,오산,경기도 오산시 운천로 21,37.1506,127.0712,031-378-4817,https://naver.me/5MVzXhr3,kakao+naver,"서민적인,활기찬,포장마차감성",FALSE,FALSE,2,포장마차 술집 안주 분식 야식 오산시청,FALSE
돼통령 오산대역점,restaurant,오산,경기도 오산시 내삼미로79번길 12 B동 1층 110~112호,37.1687,127.0636,031-375-1812,https://naver.me/GG72KamV,kakao+naver,"활기찬,캐주얼한,서민적인",TRUE,FALSE,2,돼지고기 삼겹살 목살 고기집 가족외식 회식 오산대역,FALSE
맥도날드 오산DT점,restaurant,오산,경기도 오산시 경기대로 170,37.1417,127.0679,031-8058-0700,https://naver.me/G4WnVZny,kakao+naver,"캐주얼한,빠른,가족친화적",TRUE,FALSE,1,패스트푸드 햄버거 드라이브스루 DT 간편식 오산,FALSE
잭슨피자 오산점,restaurant,오산,"경기도 오산시 수청로 11-3 1층 102호, 103호",37.1512,127.0714,0507-1429-2717,https://naver.me/5noENAho,kakao+naver,"캐주얼한,활기찬,트렌디한",TRUE,FALSE,2,피자 수제피자 포장 배달 가족식사 간편식 오산,FALSE
백년약속 서서갈비 오산본점,restaurant,오산,"경기도 오산시 오산대역로132번길 45 1층 101호, 102호",37.1685,127.0629,0507-1485-9236,https://naver.me/GUwSYgN8,kakao+naver,"서민적인,활기찬,캐주얼한",TRUE,FALSE,2,서서갈비 돼지갈비 숯불구이 고기집 회식 오산대역,FALSE
신주옥미 오산직영점,restaurant,오산,경기도 오산시 경기대로 465 1층,37.1452,127.0665,031-374-7220,https://naver.me/IFgL79n7,kakao+naver,"깔끔한,차분한,가족식사",TRUE,FALSE,2,한식 솥밥 정식 건강식 점심식사 가족외식 오산,FALSE
오색쭈꾸미,restaurant,오산,경기도 오산시 오산로240번길 12 1층,37.1486,127.0683,0507-1360-7807,https://naver.me/xMjKqOWo,kakao+naver,"활기찬,매콤한,캐주얼한",TRUE,FALSE,2,쭈꾸미볶음 매운음식 한식 가족외식 점심 저녁 오산,FALSE
초언니만두점,restaurant,오산,경기도 오산시 오산로 272 1층,37.1493,127.0691,031-378-7588,https://naver.me/GBFHgqE2,kakao+naver,"서민적인,아기자기한,편안한",TRUE,FALSE,1,만두 분식 찐만두 군만두 포장 점심식사 오산,FALSE
임성근국가공인진갈비 오산점,restaurant,오산,경기도 오산시 원동로 56 1층,37.149,127.0724,0507-1329-4913,https://naver.me/55rmI3od,kakao+naver,"깔끔한,가족식사,전통적인",TRUE,FALSE,2,갈비 돼지갈비 양념갈비 한식 가족외식 점심 저녁 오산,FALSE
남다른대구막창 오산세마점,restaurant,오산,경기도 오산시 세남로 32 1층,37.1876,127.0449,031-377-9200,https://naver.me/5PlbxrDH,kakao+naver," 활기찬,캐주얼한,서민적인",TRUE,FALSE,2,막창 대구막창 곱창 숯불구이 술안주 저녁모임 오산 세마,FALSE
야키토리잔잔 오산점,restaurant,오산,경기도 오산시 운암로 13-22 1층 101호,37.1496,127.0718,0507-1397-5543,https://naver.me/5ssTZrhn,kakao+naver,"분위기있는,캐주얼한,활기찬",FALSE,FALSE,2,이자카야 야키토리 꼬치구이 일본요리 술집 오산,FALSE
다온참치,restaurant,오산,경기도 오산시 운암로 13-16 2층,37.1496,127.0716,0507-1459-0993,https://naver.me/5bVY4kXx,kakao+naver,"차분한,깔끔한,조용한",FALSE,FALSE,2,참치회 참치전문점 사시미 저녁모임 술자리 오산,FALSE
차이나팬더 24시 본점,restaurant,오산,경기도 오산시 외삼미동 외삼미로 162-40,37.1723,127.0768,031-8015-1108,https://naver.me/xHgIcy5C,kakao+naver,"서민적인,활기찬,편안한",TRUE,FALSE,1,중식당 중국집 24시 짜장면 짬뽕 탕수육 배달 오산,FALSE
닭갈비부대,restaurant,오산,"경기도 오산시 세마역로 95 테라스뷰 1층 116호, 117호",37.1866,127.0456,0507-1497-3338,https://naver.me/GgWkHY6Q,kakao+naver,"활기찬,캐주얼한,편안한",TRUE,FALSE,2,닭갈비 부대찌개 한식 가족외식 점심 저녁 오산 세마,FALSE
오산다와칼국수,restaurant,오산,경기도 오산시 청호로 7 1층,37.1541,127.0719,0507-1369-9394,https://naver.me/5T4AxiTa,kakao+naver,"담백한,편안한,서민적인",TRUE,FALSE,1,칼국수 바지락칼국수 국수전문점 점심식사 가족식사 오산,FALSE
KFC 오산DT점,restaurant,오산,경기도 오산시 경기대로 136,37.142,127.0672,031-372-2620,https://naver.me/xBw0HtMO,kakao+naver,"캐주얼한,빠른,간편한",TRUE,FALSE,1,패스트푸드 치킨 햄버거 드라이브스루 DT 간편식 오산,FALSE
육풍 오산점,restaurant,오산,경기도 오산시 운천로 73-1,37.1526,127.0713,031-378-9200,https://naver.me/FgHN1OMZ,kakao+naver,"깔끔한,활기찬,캐주얼한",TRUE,FALSE,2,고기집 돼지고기 삼겹살 숯불구이 가족외식 회식 오산,FALSE
등촌샤브칼국수 오산대역점,restaurant,오산,"경기도 오산시 내삼미로79번길 52 2층 201호, 202호",37.1701,127.0649,031-374-8460,https://naver.me/FN7ZgGqD,kakao+naver,"깔끔한,가족친화적,편안한",TRUE,FALSE,2,샤브샤브 칼국수 버섯샤브 가족외식 점심 저녁 오산대역,FALSE
일품대패 오산점,restaurant,오산,경기도 오산시 경기대로 193,37.1432,127.0676,0507-1475-9028,https://naver.me/G58vYueA,kakao+naver,"활기찬,캐주얼한,가성비",TRUE,FALSE,2,대패삼겹살 무한리필 고기집 가족외식 회식 오산 우삼겹 물냉 비냉,FALSE
롯데리아 오산세교DT점,restaurant,오산,경기도 오산시 경기대로 859,37.1666,127.0506,031-378-3180,https://naver.me/FgH3YxGk,kakao+naver,"캐주얼한,빠른,간편한",TRUE,FALSE,1,패스트푸드 햄버거 드라이브스루 DT 간편식 오산 세교,FALSE
이화수전통육개장 오산세교점,restaurant,오산,경기도 오산시 경기대로 853,37.1663,127.0503,031-376-2282,https://naver.me/xUwWz0gT,kakao+naver,"담백한,편안한,서민적인",TRUE,FALSE,2,육개장 국밥 한식 점심식사 가족식사 오산 세교,FALSE
홍매화쌈밥 오산점,restaurant,오산,경기도 오산시 큰말길 79 1층,37.1564,127.0611,031-374-7330,https://naver.me/xOxHwcLO,kakao+naver,"담백한,차분한,가족식사",TRUE,FALSE,2,쌈밥 한식 건강식 정식 가족외식 점심 오산 우렁쌈밥 소인돈까스 해물파전,FALSE
얼큰이해장국,restaurant,오산,경기도 오산시 궐리사로46번길 60-14 1층,37.1572,127.0729,031-374-6334,https://naver.me/5EUZ0ijo,kakao+naver,"서민적인,편안한,활기찬",TRUE,FALSE,1,해장국 국밥 얼큰한 국물 아침식사 점심식사 오산,FALSE
글램그램,restaurant,오산,경기도 오산시 서부로 38 두곡동,37.1468,127.0524,031-373-9478,https://naver.me/xKERgdAW,kakao+naver,"활기찬,캐주얼한,가성비",TRUE,FALSE,2,고기무한리필 삼겹살 소고기 가성비고기집 가족외식 회식 오산,FALSE
오빠야 세교점,restaurant,오산,경기도 오산시 문헌공로 9 1층 101호~102호,37.1679,127.0486,0507-1364-9115,https://naver.me/5HkHz39O,kakao+naver,"활기찬,캐주얼한,편안한",TRUE,FALSE,2,한식 고기집 삼겹살 돼지고기 가족외식 회식 오산 세교,FALSE
광명홍두깨칼국수,restaurant,오산,경기도 오산시 성호새싹길 44,37.1528,127.0698,0507-1379-5414,https://naver.me/5Rh0FRaL,kakao+naver,"서민적인,담백한,편안한",TRUE,FALSE,1,칼국수 손칼국수 홍두깨칼국수 점심식사 가족식사 오산,FALSE
두끼 오산운암점,restaurant,오산,경기도 오산시 운천로 62 2층 205호,37.1515,127.0711,0507-1372-1206,https://naver.me/GZZNSvEX,kakao+naver,"활기찬,캐주얼한,가성비",TRUE,FALSE,1,떡볶이 무한리필 분식 뷔페 가족외식 학생 오산,FALSE
겁쿤,restaurant,오산,경기도 오산시 오산로232번길 19,37.1479,127.0689,010-5003-1478,https://naver.me/GI3oygel,kakao+naver,"활기찬,캐주얼한,서민적인",TRUE,FALSE,2,태국쌀국수 태국음식 현지주방장 이색적인분위기 ,FALSE
완미족발 오산대역점,restaurant,오산,"경기도 오산시 내삼미로79번길 22 1층 108호, 109호",37.1694,127.0643,0507-1433-1584,https://naver.me/5Kb3Qudi,kakao+naver,"활기찬,캐주얼한,편안한",TRUE,FALSE,2,족발 보쌈 야식 술안주 포장 오산대역,FALSE
대흥식당,restaurant,오산,경기도 오산시 오산로278번길 9-12,37.1498,127.0697,031-374-4723,https://naver.me/5IStDgbx,kakao+naver,"서민적인,편안한,활기찬",TRUE,FALSE,1,돼지머리국밥 국밥 수육 편육 전통시장 전통음식 재래시장맛집,FALSE
대궐막국수 동탄오산직영점,restaurant,오산,경기도 오산시 외삼미로152번길 57-29 다동 1층,37.1712,127.0739,0507-1430-5312,https://naver.me/xR2mriJ8,kakao+naver,"담백한,편안한,서민적인",TRUE,FALSE,2,막국수 메밀국수 냉면 한식 가족식사 점심 오산 동탄,FALSE
어촌회,restaurant,오산,경기도 오산시 오산로 28 1층,37.1411,127.067,031-375-8485,https://naver.me/IMyGKvae,kakao+naver,"서민적인,편안한,활기찬",TRUE,FALSE,2,횟집 회 해산물 매운탕 가족외식 저녁식사 오산,FALSE
철길부산집 오산시청점,restaurant,오산,경기도 오산시 대원로 63 1층 107호,37.1509,127.0713,0507-1381-5066,https://naver.me/Fmf6zSGN,kakao+naver,"활기찬,캐주얼한,레트로감성",FALSE,FALSE,2,이자카야 부산포차 어묵 꼬치 술집 오산시청,FALSE
정겨운집,restaurant,오산,경기도 오산시 대원로 65 운암프라자 1층 109호,37.1511,127.0712,031-375-3892,https://naver.me/FdCtgYQe,kakao+naver,"서민적인,편안한,정겨운",FALSE,FALSE,2,포차 오뎅바 2차안성맞춤 술안주,FALSE
닭이닭숯불닭갈비,restaurant,오산,경기도 오산시 큰말길 83 1층,37.1567,127.0614,0507-1306-8053,https://naver.me/xf5A4Cbu,kakao+naver,"활기찬,캐주얼한,편안한",TRUE,FALSE,2,숯불닭갈비 닭갈비 숯불구이 가족외식 회식 오산,FALSE
청불천막집포차 오산대역점,restaurant,오산,경기도 오산시 내삼미로79번길 46 어반스페이스타워 2층 212호,37.1698,127.0649,0507-1397-6566,https://naver.me/Gq9cI65W,kakao+naver,"활기찬,캐주얼한,포차감성",FALSE,FALSE,1,포차 술집 안주 천막포차 야식 오산대역,FALSE
다경감자탕 성필점,restaurant,오산,경기도 오산시 발안로 1241-5 1층,37.1365,127.0589,0507-1374-6922,https://naver.me/xIe52XtD,kakao+naver,"서민적인,편안한,활기찬",TRUE,FALSE,2,감자탕 뼈해장국 국밥 해장 가족식사 오산,FALSE
저팔계연탄막창,restaurant,오산,경기도 오산시 경기동로8번길 24-24,37.1481,127.0699,031-376-6060,https://naver.me/5A3HJ8TT,kakao+naver,"서민적인,활기찬,캐주얼한",FALSE,FALSE,2,막창 연탄구이 곱창 술안주 저녁모임 오산,FALSE
딱이야 숯불 닭갈비,restaurant,오산,경기도 오산시 남부대로 327,37.1396,127.0718,031-376-9283,https://naver.me/G58geNT6,kakao+naver,"활기찬,캐주얼한,편안한",TRUE,FALSE,2,숯불닭갈비 닭갈비 숯불구이 가족외식 회식 오산,FALSE
동탄 갈치밥상,restaurant,오산,경기도 오산시 외삼미로 162-28 3층,37.1717,127.076,0507-1337-7798,https://naver.me/GYCqOj90,kakao+naver,"차분한,담백한,가족식사",TRUE,FALSE,2,갈치조림 갈치구이 생선요리 한식 가족외식 점심 오산 동탄,FALSE
최고야 한식뷔페,restaurant,오산,경기도 오산시 세남로14번길 57 1층,37.1658,127.0516,031-373-5953,https://naver.me/GxkGbQ5C,kakao+naver,"서민적인,활기찬,가성비",TRUE,FALSE,1,한식뷔페 백반 무한리필 점심식사 가성비 오산,FALSE
특별한초밥 오산점,restaurant,오산,경기도 오산시 성호대로 130 204호,37.1511,127.072,031-8055-7720,https://naver.me/xTsZY63C,kakao+naver,"깔끔한,차분한,캐주얼한",TRUE,FALSE,2,초밥 스시 일식 사시미 점심식사 저녁식사 오산,FALSE
오산폐계닭,restaurant,오산,경기도 오산시 오산로198번길 5 1층,37.1469,127.0674,031-372-0799,https://naver.me/xY4sgZPZ,kakao+naver,"서민적인,활기찬,캐주얼한",FALSE,FALSE,2,닭요리 닭볶음탕 술안주 저녁모임 오산,FALSE
동해식당,restaurant,오산,경기도 오산시 오산로198번길 4,37.1468,127.0672,031-377-3155,https://naver.me/G8s84Ntl,kakao+naver,"서민적인,정겨운,편안한",TRUE,FALSE,1,한식 백반 기사식당 생선구이 제육볶음 점심식사 오산,FALSE
전통춘천닭갈비,restaurant,오산,경기도 오산시 오산로198번길 7,37.1471,127.0676,0507-1374-8559,https://naver.me/GubjqGok,kakao+naver,"서민적인,활기찬,편안한",TRUE,FALSE,2,춘천닭갈비 철판닭갈비 볶음밥 가족외식 저녁식사 오산,FALSE
전여친,restaurant,오산,경기도 오산시 오산로198번길 10,37.1473,127.0678,010-3019-1300,https://naver.me/x2jyKzk8,kakao+naver,"서민적인,캐주얼한,활기찬",FALSE,FALSE,2,전요리 모듬전 막걸리 술집 안주 오산,FALSE
참숯불갈비,restaurant,오산,경기도 오산시 오산로198번길 14,37.1476,127.0681,031-378-6646,https://naver.me/FFGU6CVT,kakao+naver,"서민적인,편안한,전통적인",TRUE,FALSE,2,갈비 돼지갈비 숯불구이 가족외식 저녁식사 오산,FALSE
빈대떡에얼음막걸리 오산점,restaurant,오산,경기도 오산시 오산로198번길 14-1,37.1477,127.0682,031-372-7892,https://naver.me/FDnqgTbM,kakao+naver,"서민적인,레트로한,활기찬",FALSE,FALSE,1,빈대떡 전요리 막걸리 포차 술집 오산,FALSE
오산착한갈비탕,restaurant,오산,경기도 오산시 오산로198번길 18 1층,37.1479,127.0684,031-372-7741,https://naver.me/xyTotwGf,kakao+naver,"담백한,편안한,서민적인",TRUE,FALSE,2,갈비탕 국밥 한식 점심식사 가족식사 오산,FALSE
해영호프,restaurant,오산,경기도 오산시 오산로198번길 20,37.1481,127.0686,031-378-2900,https://naver.me/x5m7aKvj,kakao+naver,"서민적인,활기찬,정겨운",FALSE,FALSE,1,호프 맥주 치킨 안주 술집 오산,FALSE
역전포차,restaurant,오산,경기도 오산시 오산로190번길 17-4,37.1465,127.0671,0507-1381-5071,https://naver.me/xv6YXL8L,kakao+naver,"서민적인,활기찬,포차감성",FALSE,FALSE,1,포차 술집 안주 야식 2차 오산,FALSE
본가할매순대국 원동점,restaurant,오산,경기도 오산시 원동로37번길 25 1층,37.1484,127.0736,0507-1308-5258,https://naver.me/GEXxHJnN,kakao+naver,"서민적인,담백한,편안한",TRUE,FALSE,1,순대국 국밥 뼈해장국 한식 점심식사 해장 오산,FALSE
옥이네포차,restaurant,오산,경기도 오산시 원동로37번길 23 1층 103호,37.1482,127.0734,010-7435-5977,https://naver.me/5HrFsN0L,kakao+naver,"서민적인,활기찬,포차감성",FALSE,FALSE,1,포차 술집 안주 야식 2차 오산 원동,FALSE
이고집쭈꾸미,restaurant,오산,경기도 오산시 원동로37번길 30 1층,37.1478,127.0739,0507-1488-0723,https://naver.me/FLyTnBgm,kakao+naver,"활기찬,친절한,로컬맛집",TRUE,FALSE,2,쭈꾸미 철판요리 매콤한 야식 회식 오산 원동,FALSE
튀김하우스,restaurant,오산,경기도 오산시 원동로37번길 33 1층,37.1477,127.0735,031-377-3527,https://naver.me/5zX6VCLN,kakao+naver,"정겨운,추억의,가성비",TRUE,FALSE,1,분식 떡볶이 튀김 떡꼬치 야식 오산 원동,FALSE
취향마라 오산역점,restaurant,오산,경기도 오산시 원동로37번길 31 1층,37.1477,127.0737,0507-1402-2069,https://naver.me/F2Z4TsM4,kakao+naver,"깔끔한,캐주얼,트렌디",TRUE,FALSE,2,마라탕 마라샹궈 꿔바로우 혼밥 오산역 원동,FALSE
요모조모,restaurant,오산,경기도 오산시 오산로212번길 16 2층,37.1462,127.0669,010-2247-4714,https://naver.me/FIf7HUyz,kakao+naver,"캐주얼한,활기찬,트렌디한",FALSE,FALSE,2,술집 이자카야 안주 맛집 2차 오산,FALSE
놀부보쌈&부대찌개 오산문화의거리점,restaurant,오산,경기도 오산시 원동로37번길 41 2층,37.1489,127.0739,0507-1396-7796,https://naver.me/F88IBBTi,kakao+naver,"편안한,캐주얼한,가족식사",TRUE,FALSE,2,보쌈 부대찌개 한식 가족외식 단체모임 오산문화의거리,FALSE
틈새라면 오산점,restaurant,오산,경기도 오산시 원동로37번길 44,37.1492,127.0741,031-375-1705,https://naver.me/FJbWPWc1,kakao+naver,"캐주얼한,활기찬,간편한",TRUE,FALSE,1,라면 분식 틈새라면 매운라면 간편식 오산문화의거리,FALSE
파스토파스토,restaurant,오산,경기도 오산시 오산로212번길 7-1 1층,37.146,127.0665,010-5824-0124,https://naver.me/xNnbicDs,kakao+naver,"캐주얼한,트렌디한,편안한",TRUE,FALSE,2,파스타 이탈리안 양식 데이트 점심 저녁 오산,FALSE
금가네장터 오산역점,restaurant,오산,경기도 오산시 대원로 2 1층,37.1456,127.0662,0507-1347-7858,https://naver.me/xZVbFc42,kakao+naver,"서민적인,활기찬,정겨운",TRUE,FALSE,1,한식 백반 장터국밥 제육볶음 점심식사 오산역,FALSE
오산할매김밥,restaurant,오산,경기도 오산시 역광장로 55 동일빌딩,37.1454,127.066,031-372-1158,https://naver.me/xf59nESd,kakao+naver,"서민적인,편안한,간편한",TRUE,FALSE,1,김밥 분식 떡볶이 라면 포장 간편식 오산역,FALSE
토박이생선구이,restaurant,오산,경기도 오산시 역광장로 52,37.1452,127.0658,031-377-9795,https://naver.me/GHvJxVXJ,kakao+naver,"서민적인,담백한,편안한",TRUE,FALSE,2,생선구이 한식 백반 점심식사 가족식사 오산역,FALSE
해남해물아구찜,restaurant,오산,경기도 오산시 원동로7번길 18,37.1459,127.0708,031-373-7782,https://naver.me/xf5PS9un,kakao+naver,"활기찬,서민적인,편안한",TRUE,FALSE,2,아구찜 해물찜 해물요리 가족외식 저녁식사 오산,FALSE
에그폭탄,restaurant,오산,경기도 오산시 원동로37번길 26 2층,37.1483,127.0733,070-4012-3969,https://naver.me/xHmeAQUs,kakao+naver,"캐주얼한,활기찬,트렌디한",TRUE,FALSE,2,계란말이 술집 안주맛집 이자카야 오산문화의거리,FALSE
경성술집 오산원동점,restaurant,오산,경기도 오산시 원동로37번길 20 1층,37.1478,127.073,0507-1464-8307,https://naver.me/FMcgtVAb,kakao+naver,"레트로한,활기찬,캐주얼한",FALSE,FALSE,2,술집 경성포차 레트로 안주 술자리 오산문화의거리,FALSE
진중화요리,restaurant,오산,경기도 오산시 원동로 6,37.1455,127.0702,031-377-9987,https://naver.me/GrmB7D6P,kakao+naver,"서민적인,편안한,정겨운",TRUE,FALSE,1,중식당 중국집 짜장면 짬뽕 탕수육 점심식사 오산,FALSE
리틀꼬마김밥 오산이편한점,restaurant,오산,경기도 오산시 오산로160번길 11 1층 103호,37.1419,127.0618,0507-1372-7752,https://naver.me/GZZcz6Cu,kakao+naver,"간편한,서민적인,캐주얼한",TRUE,FALSE,1,김밥 분식 꼬마김밥 포장 간편식 오산,FALSE
펀비어킹 오산 원동대림점,restaurant,오산,"경기도 오산시 오산로160번길 7 원동G MATE 1층 101호, 102호",37.1421,127.062,031-377-8931,https://naver.me/xdp3mHOT,kakao+naver,"캐주얼한,활기찬,편안한",FALSE,FALSE,2,호프 맥주 치킨 안주 술집 오산 원동,FALSE
모퉁이,restaurant,오산,경기도 오산시 오산로160번길 7 1층 105호,37.1422,127.0621,0507-1481-4479,https://naver.me/5xjppMYH,kakao+naver,"서민적인,캐주얼한,편안한",FALSE,FALSE,2,포차 술집 안주 저녁모임 오산 원동,FALSE
체이스마라탕,restaurant,오산,경기도 오산시 오산로160번길 15,37.1424,127.0623,031-378-4442,https://naver.me/G8sodTE9,kakao+naver,"캐주얼한,활기찬,이국적인",TRUE,FALSE,2,마라탕 마라샹궈 중식 매운음식 점심 저녁 오산,FALSE
양은이네 오산역점,restaurant,오산,경기도 오산시 역광장로 7-1 1층,37.145,127.0653,0507-1490-9026,https://naver.me/xxF8Y2yP,kakao+naver,"서민적인,활기찬,캐주얼한",TRUE,FALSE,2,분식 떡볶이 순대 튀김 포장 간편식 오산역,FALSE
바다회목장,restaurant,오산,경기도 오산시 오산로 161 1층,37.1428,127.0626,031-377-1492,https://naver.me/G0DuUvWm,kakao+naver,"서민적인,편안한,활기찬",TRUE,FALSE,2,횟집 회 해산물 매운탕 가족외식 저녁식사 오산,FALSE
장어섬,restaurant,오산,경기도 오산시 오산로 123-10,37.1406,127.0609,031-373-9285,https://naver.me/GDa2pBp0,kakao+naver,"차분한,정갈한,가족식사",TRUE,FALSE,3,장어구이 민물장어 보양식 가족외식 저녁식사 오산,FALSE
1984그수육집칼국수 오산원동점,restaurant,오산,경기도 오산시 오산로 123-9 C동 2층,37.1408,127.061,0507-1432-3364,https://naver.me/GI3pdpUl,kakao+naver,"담백한,편안한,가족식사",TRUE,FALSE,2,수육 칼국수 보쌈 한식 점심식사 가족외식 오산,FALSE
능이밥상 오산직영점,restaurant,오산,경기도 오산시 오산로 123-7 1층,37.141,127.0611,031-377-2225,https://naver.me/GaldwNCn,kakao+naver,"차분한,정갈한,건강한",TRUE,FALSE,2,능이백숙 능이삼계탕 보양식 한식 가족외식 오산,FALSE
우테일러 동탄점,restaurant,동탄,경기 화성시 장지안길 82 1층,37.2131,127.1086,0507-1391-9692,https://naver.me/F0z2OK8Y,kakao+naver,"고급, 한우전문, 회식, 가족모임, 조용함",TRUE,FALSE,3,한우전문점 동탄소고기 동탄한우 맛집 회식 단체모임 프라이빗룸,TRUE
문가네정육식당 동탄2신도시점,restaurant,동탄,경기 화성시 지산2길 12 1층,37.2099,127.1061,031-831-3634,https://naver.me/G386peYj,kakao+naver,"정육식당, 가성비, 가족, 회식",TRUE,FALSE,2,정육식당 소고기 돼지고기 가성비맛집 가족외식 회식 동탄2신도시,FALSE
텍사스랜치 동탄호수공원 본점,restaurant,동탄,경기 화성시 동탄대로5길 32 3층 310호,37.171,127.1036,0507-1466-9074,https://naver.me/GyY4SKIi,kakao+naver,"미국식, 스테이크, 데이트, 가족외식",TRUE,FALSE,2,스테이크 미국식레스토랑 텍사스바베큐 동탄호수공원 맛집 데이트 가족외식,FALSE
참솥 동탄레이크꼬모점,restaurant,동탄,경기 화성시 송동 694,37.1707,127.1031,0507-1340-5923,https://naver.me/5jJTP7Ve,kakao+naver,"한식, 솥밥, 가족외식, 깔끔함",TRUE,FALSE,2,솥밥 한식 정갈한밥집 가족식사 동탄호수공원 레이크꼬모,FALSE
더몰트하우스 동탄2신도시점,restaurant,동탄,경기 화성시 오산동 1020,37.1979,127.0948,031-8050-2504,https://naver.me/xSFaLBPr,kakao+naver,"브런치, 캐주얼다이닝, 데이트, 모임",TRUE,FALSE,2,브런치 파스타 스테이크 수제맥주 데이트 모임 동탄2신도시,FALSE
카사데타코,restaurant,동탄,경기 화성시 동탄공원로3길 22-1 1동 1층,37.1681,127.0846,0507-1398-8094,https://naver.me/xUw1T10x,kakao+naver,"멕시칸, 캐주얼, 데이트, 친구모임",TRUE,FALSE,2,멕시칸 타코 브리또 캐주얼다이닝 데이트 동탄,FALSE
라스카 그릴,restaurant,동탄,경기 화성시 동탄역로 196 L3 301호,37.1994,127.0998,0507-1458-2592,https://naver.me/5A3pxwGv,kakao+naver,"그릴요리, 캐주얼다이닝, 데이트, 모임",TRUE,FALSE,2,그릴 스테이크 플래터 데이트 모임 동탄역 라스카,FALSE
맛찬들왕소금구이 동탄점,restaurant,동탄,경기 화성시 반송동 90-7,37.2011,127.0739,031-613-7366,https://naver.me/FEUpfZb5,kakao+naver,"고기집, 회식, 가족외식, 활기참",TRUE,FALSE,2,삼겹살 목살 왕소금구이 고기집 회식 가족외식 동탄,FALSE
피제리아다문 동탄,restaurant,동탄,경기 화성시 왕배산1길 8-5 1층,37.2141,127.1062,0507-1469-5620,https://naver.me/x4FLTHr3,kakao+naver,"이탈리안, 화덕피자, 데이트, 가족외식",TRUE,FALSE,2,피제리아 화덕피자 파스타 이탈리안 데이트 동탄 왕배산,FALSE
식사가 되는 술집 양심 동탄점,restaurant,동탄,경기 화성시 동탄중심상가2길 7 2층 201호 (시티플러스),37.2016,127.0731,0507-1345-4089,https://naver.me/F1rgnnXX,kakao+naver,"술집, 안주맛집, 데이트, 회식, 캐주얼",FALSE,FALSE,2,술집 안주맛집 한식안주 데이트 회식 동탄 중심상가,FALSE
콘타이 동탄타임테라스점,restaurant,동탄,경기 화성시 동탄중앙로 220 A블럭 3층,37.2005,127.072,031-613-1090,https://naver.me/xOx1GO3D,kakao+naver,"태국음식, 이국적, 데이트, 가족외식",TRUE,FALSE,2,태국음식 팟타이 똠얌꿍 커리 이국적인맛 동탄 타임테라스,FALSE
짚불태백 동탄본점,restaurant,동탄,경기 화성시 지산2길 11-8 1층,37.2101,127.1054,010-9690-0770,https://naver.me/FRLNwKJN,kakao+naver,"짚불구이, 고기집, 회식, 가족외식",TRUE,FALSE,2,짚불구이 소고기 돼지고기 고기집 회식 동탄2신도시,FALSE
콩온,restaurant,동탄,경기 화성시 영천동 851,37.2108,127.1169,070-4006-8617,https://naver.me/xWzhhevB,kakao+naver,"한식, 건강식, 따뜻함, 혼밥, 가족식사",TRUE,FALSE,2,콩국수 NonGMO 건강식 한식 영천동 동탄2신도시,FALSE
육미락 동탄본점,restaurant,동탄,경기 오산시 북삼미로 259-3,37.1763,127.0542,0507-1406-9315,https://naver.me/GQ1liThY,kakao+naver,"고기집, 회식, 가족외식, 활기참",TRUE,FALSE,2,고기집 소고기 돼지고기 회식 가족외식 오산 동탄,FALSE
애슐리퀸즈 레이크꼬모 동탄점,restaurant,동탄,경기 화성시 송동 694,37.1707,127.1031,0507-1352-2368,https://naver.me/IGJy9fag,kakao+naver,"뷔페, 가족외식, 모임, 캐주얼",TRUE,FALSE,2,뷔페 패밀리레스토랑 가족외식 단체모임 레이크꼬모 동탄,TRUE
황부자 1991 본점,restaurant,동탄,경기 화성시 동탄반송3길 8 1층,37.202,127.0735,0507-1369-9629,https://naver.me/xf5MX7PY,kakao+naver,"고기집, 회식, 가족외식, 레트로",TRUE,FALSE,2,고기집 돼지고기 소고기 회식 가족외식 동탄 반송동,FALSE
